Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:9WJF5CDP1PZ8VK9Y12E6$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D9WJF5CDP1PZ8VK9Y12E6%26m%3D1%26sc%3Dcsa%3Alcp%26lcp%3D314%26pc%3D743%26at%3D743%26t%3D1775643143512%26pty%3Dchart%26spty%3Dtop250tv%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:743-323,50,343,285,321,323,1530,258,1530,50.000%,.49089,0.11,0.38
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:9WJF5CDP1PZ8VK9Y12E6$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3D9WJF5CDP1PZ8VK9Y12E6%26m%3D1%26sc%3Dcsa%3Avl90%26vl90%3D728%26pc%3D742%26at%3D742%26t%3D1775643143511%26pty%3Dchart%26spty%3Dtop250tv%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:742-320,50,307,285,317,321,1214,259,1214,48.000%,.49117,0.11,0.38
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:9WJF5CDP1PZ8VK9Y12E6$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D9WJF5CDP1PZ8VK9Y12E6%26ctb%3D1%26sc0%3DadSlotMount%26bb0%3D757%26pc0%3D757%26ld0%3D757%26t0%3D1775643143526%26pty%3Dchart%26spty%3Dtop250tv%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:758-328,50,357,286,321,882,1233,258,1233,54.000%,.49145,0.11,0.38
/api/_ajax/metrics/ops/-329,50,323,302,370,426,806,282,806,86.000%,.48910,0.43,0.80
/b-331,50,186,184,194,195,249,173,249,0.000%,.48968,0.21,0.36
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:9WJF5CDP1PZ8VK9Y12E6$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3D9WJF5CDP1PZ8VK9Y12E6%26ctb%3D1%26sc0%3DLoadSis%26bb0%3D719%26be0%3D727%26pc0%3D3998%26ld0%3D3998%26t0%3D1775643146767%26pty%3Dchart%26spty%3Dtop250tv%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:3998-330,50,395,288,847,1120,1165,267,1165,56.000%,.48925,0.11,0.39
/1/events/com.amazon.eel.katal.metrics.core.nexus-332,50,346,285,605,819,885,271,885,50.000%,.49009,0.28,0.56
/1/events/com.amazon.eel.katal.metrics.core.nexus-334,50,299,277,292,294,817,267,817,14.000%,.49006,0.28,0.56
/1/events/com.amazon.eel.katal.metrics.core.nexus-333,50,278,278,288,288,294,267,294,16.000%,.49003,0.28,0.56
/?operationName=TopRatedTvShowsPagination&variables=%7B%22after%22%3A%22eyJlc1Rva2VuIjpbIjEyNSJdLCJmaWx0ZXIiOiJ7XCJjaGFydFwiOntcImNoYXJ0VHlwZVwiOlwiVE9QX1JBVEVEX1RWX1NIT1dTXCJ9LFwibGFuZ3VhZ2VcIjpcImVuLVVTXCIsXCJyZXN1bHRJbmRleFwiOjEyNH0iLCJzaWciOiJlMDBhOTBlODNmNGI4OWNjNDVjYzBlYjQxNWY1NDU1ODhiZjYxOTRiMzE2YWQ3MDBiYzc2NTA5ZGY3NjQwYzNlIn0%3D%22%2C%22first%22%3A125%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2277fc5a386555e334e7371d73af5bc085767c51c0b6f5bcf9d6487ab02836d405%22%2C%22version%22%3A1%7D%7D-335,50,30,32,39,41,81,8,81,0.000%,.49124,0.34,0.57
/-337,50,78,13,408,483,645,10,645,14.000%,.49131,4.64,0.67
/1/events/com.amazon.csm.customsg.prod-336,50,746,813,836,859,1172,275,1172,90.000%,.49188,0.28,0.48
/1/events/com.amazon.csm.csa.prod-338,50,522,547,562,564,571,282,571,94.000%,.49344,0.29,19.75
TOTAL,11750,286,281,792,853,1120,8,2413,38.400%,68.25046,322.34,222.19
/chart/starmeter/-1,100,361,304,422,504,1304,288,2346,100.000%,1.00981,2.74,0.54
/fb423e1ef94f/c3382d439950/916d943f6a58/inputs-3,100,308,289,344,431,580,270,581,69.000%,1.01515,1.09,0.49
/fb423e1ef94f/c3382d439950/916d943f6a58/inputs-4,100,315,266,272,274,870,250,4691,4.000%,1.01644,1.09,0.49
/fb423e1ef94f/c3382d439950/916d943f6a58/mp_verify-5,100,314,293,323,425,772,277,783,94.000%,1.01621,1.35,11.39
/fb423e1ef94f/c3382d439950/916d943f6a58/report-7,100,279,266,272,277,773,255,775,5.000%,1.01761,0.62,0.65
/chart/starmeter/-6,100,334,277,285,337,799,263,4816,9.000%,1.01754,2.76,0.57
/-57,100,48,33,62,121,336,28,599,2.000%,1.02016,0.61,0.59
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2Fname%2Fnm0186505%2F%3Fref_%3Dtt_cst_t_1&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=referrer-correction&pt=chart&ref=referrer_correction&sid=138-5170172-6074708&st=1775643099531&spt=starmeter&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Fchart%2Fstarmeter%2F&qs=ref_%3Dnm_nv_menu&rrid=814459C64D104959BC5A-60,100,47,34,81,136,249,27,275,0.000%,1.02144,0.57,1.05
/?operationName=RVI_Items&variables=%7B%22count%22%3A15%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2232eda43bfa1053f69036b945638fc4a0ae6cc4a2429de224b3185f8b0e37717b%22%2C%22version%22%3A1%7D%7D-69,100,14,11,14,16,65,8,307,1.000%,1.02398,0.70,0.88
/?operationName=NavBarFlyoutCTA&variables=%7B%22isLoggedIn%22%3Afalse%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%222a375844cd5537a920b43e49cdc95896542dc46aa8429e66b407bbe8a749b9c0%22%2C%22version%22%3A1%7D%7D-72,100,11,11,14,15,38,8,41,0.000%,1.02707,0.70,0.87
/tr?fcn=IMDbNext-Client&ht=actionOnly&hr=https%3A%2F%2Fwww.imdb.com%2Fname%2Fnm0186505%2F%3Fref_%3Dtt_cst_t_1&isu=false&mid=A1EVAM02EL8SFB&ip=103.252.224.25&pa=referrer-correction&pt=chart&ref=referrer_correction&sid=138-5170172-6074708&st=1775643099531&spt=starmeter&ua=Mozilla%2F5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%3B+rv%3A149.0%29+Gecko%2F20100101+Firefox%2F149.0&pat=main&lang=en-US&cor=BD&sv=web&sc=200&sn=www.imdb.com&pi=%2Fchart%2Fstarmeter%2F&qs=ref_%3Dnm_nv_menu&rrid=814459C64D104959BC5A-68,100,281,265,278,301,695,252,777,7.000%,1.02437,0.62,1.39
/?operationName=ChartLinks&variables=%7B%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%224b8efb5c74a0570df364982ef40f67135ce3ab9f0b46e4e303d701b62ee59556%22%2C%22version%22%3A1%7D%7D-70,100,47,34,77,92,157,27,636,1.000%,1.02718,0.70,0.87
/?operationName=NewsSidebar&variables=%7B%22first%22%3A5%2C%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%22817fcd4c67eaf17c91fb80f3ac6a455401a3a75f03ef50e69b0f52b904908b1e%22%2C%22version%22%3A1%7D%7D-71,100,13,10,13,19,94,8,98,0.000%,1.02847,0.70,0.89
/-74,100,21,12,28,55,132,10,348,1.000%,1.02892,11.08,1.09
/-75,100,20,12,21,42,147,9,332,1.000%,1.02981,1.93,1.08
/1/events/com.amazon.csm.customsg.prod-63,100,931,818,1101,1134,2379,782,5191,100.000%,1.02257,0.59,1.00
/-67,100,919,905,942,966,1225,391,3593,100.000%,1.02459,1.25,1.59
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:XCDA7WWH7Z5KKHM9555A$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DXCDA7WWH7Z5KKHM9555A%26m%3D1%26sc%3Dcsa%3Avl50%26vl50%3D1303%26pc%3D2487%26at%3D2487%26t%3D1775643099550%26pty%3Dchart%26spty%3Dstarmeter%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2487-64,100,1334,1235,1304,1556,4659,1143,5529,100.000%,1.02145,0.22,0.84
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:XCDA7WWH7Z5KKHM9555A$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DXCDA7WWH7Z5KKHM9555A%26sw%3D1920%26sh%3D1080%26vw%3D1920%26vh%3D947%26m%3D1%26sc%3DXCDA7WWH7Z5KKHM9555A%26ue%3D3%26bb%3D838%26be%3D1000%26fcp%3D1259%26fn%3D2468%26pc%3D2479%26tc%3D-3022%26na_%3D-3022%26ul_%3D-381%26_ul%3D-380%26rd_%3D-1775643097063%26_rd%3D-1775643097063%26fe_%3D-3022%26lk_%3D-2887%26_lk%3D-2887%26co_%3D-2887%26_co%3D-2886%26sc_%3D-2886%26rq_%3D-2886%26rs_%3D-2885%26_rs%3D-2885%26dl_%3D-382%26di_%3D1154%26de_%3D2466%26_de%3D2467%26_dc%3D2467%26ld_%3D2467%26_ld%3D-1775643097063%26ntd%3D-11%26ty%3D1%26rc%3D0%26hob%3D0%26hoe%3D3%26ld%3D2480%26t%3D1775643099543%26ctb%3D1%26rt%3D__ld%3A49-29-4-11-2-0-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%7Ccsm-feature-touch-enabled%3Afalse%26viz%3Dvisible%3A3%26pty%3Dchart%26spty%3Dstarmeter%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26ui%3D2%26lob%3D6:2483-59,100,319,305,320,330,537,287,1271,100.000%,1.03337,0.23,1.48
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:XCDA7WWH7Z5KKHM9555A$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DXCDA7WWH7Z5KKHM9555A%26sc0%3DLoadAds%26bb0%3D3%26be0%3D789%26pc0%3D789%26ld0%3D789%26t0%3D1775643097852%26sc1%3DLoadStyledComponents%26bb1%3D789%26be1%3D826%26pc1%3D826%26ld1%3D826%26t1%3D1775643097889%26sc2%3DLoadFonts%26bb2%3D826%26be2%3D1290%26pc2%3D1291%26ld2%3D1291%26t2%3D1775643098354%26sc3%3DLoadIcons%26bb3%3D837%26be3%3D837%26pc3%3D837%26ld3%3D837%26t3%3D1775643097900%26sc4%3DimdbHeader%26bb4%3D876%26be4%3D890%26pc4%3D891%26ld4%3D891%26t4%3D1775643097954%26sc5%3DLoadFooterJS%26bb5%3D902%26be5%3D904%26pc5%3D904%26ld5%3D904%26t5%3D1775643097967%26sc6%3DcsmCELLSframework%26bb6%3D1001%26pc6%3D1001%26ld6%3D1001%26t6%3D1775643098064%26sc7%3DcsmCELLSpdm%26bb7%3D1001%26pc7%3D1155%26ld7%3D1155%26t7%3D1775643098218%26sc8%3DcsmCELLSvpm%26bb8%3D1155%26pc8%3D1155%26ld8%3D1155%26t8%3D1775643098218%26sc9%3DcsmCELLSfem%26bb9%3D1155%26pc9%3D1155%26ld9%3D1155%26t9%3D1775643098218%26sc10%3DadSlotMount%26bb10%3D2452%26pc10%3D2452%26ld10%3D2452%26t10%3D1775643099515%26sc11%3DMountReactJS%26pc11%3D2468%26ld11%3D2468%26t11%3D1775643099531%26ctb%3D1:2483-58,100,312,307,322,326,488,285,550,99.000%,1.03339,0.23,1.70
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:XCDA7WWH7Z5KKHM9555A$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DXCDA7WWH7Z5KKHM9555A%26m%3D1%26sc%3Dcsa%3Avl90%26vl90%3D1333%26pc%3D2487%26at%3D2487%26t%3D1775643099550%26pty%3Dchart%26spty%3Dstarmeter%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2488-61,100,344,308,325,336,544,286,3616,100.000%,1.03344,0.23,0.85
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:XCDA7WWH7Z5KKHM9555A$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DXCDA7WWH7Z5KKHM9555A%26m%3D1%26sc%3Dcsa%3Avl100%26vl100%3D1344%26pc%3D2488%26at%3D2488%26t%3D1775643099551%26pty%3Dchart%26spty%3Dstarmeter%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2488-65,100,368,308,322,328,1249,286,4816,100.000%,1.03381,0.23,0.85
/1/events/com.amazon.csm.csa.prod-62,100,296,285,308,358,511,271,536,48.000%,1.03418,0.60,34.05
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:XCDA7WWH7Z5KKHM9555A$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DXCDA7WWH7Z5KKHM9555A%26m%3D1%26sc%3Dcsa%3Alcp%26lcp%3D1259%26pc%3D2494%26at%3D2494%26t%3D1775643099557%26pty%3Dchart%26spty%3Dstarmeter%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2494-66,100,314,306,321,324,523,286,909,100.000%,1.03523,0.23,0.85
/-73,100,766,831,847,852,1122,320,4008,100.000%,1.03508,2.11,1.09
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:XCDA7WWH7Z5KKHM9555A$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DXCDA7WWH7Z5KKHM9555A%26ctb%3D1%26sc0%3DadSlotMount%26bb0%3D2686%26pc0%3D2686%26ld0%3D2686%26t0%3D1775643099749%26pty%3Dchart%26spty%3Dstarmeter%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2686-77,100,396,305,319,326,3780,285,4836,99.000%,1.04083,0.23,0.86
/1/events/com.amazon.csm.csa.prod-79,100,301,280,293,311,734,268,1241,26.000%,1.08147,0.63,12.20
/1/events/com.amazon.eel.katal.metrics.core.nexus-82,100,850,818,886,1038,1201,785,1879,100.000%,1.08654,0.63,1.24
/1/events/com.amazon.eel.katal.metrics.core.nexus-80,100,293,278,289,313,596,266,1014,18.000%,1.09048,0.63,1.24
/1/events/com.amazon.eel.katal.metrics.core.nexus-81,100,290,279,295,301,618,265,647,16.000%,1.09027,0.63,1.25
/b-85,100,203,200,215,228,257,188,325,1.000%,1.09132,0.47,0.81
/api/_ajax/metrics/ops/-84,100,314,286,386,448,498,275,1024,54.000%,1.09093,0.96,0.70
/-78,100,298,277,285,356,783,264,793,10.000%,1.09099,2.97,0.57
/api/_ajax/metrics/ops/-86,100,328,287,413,508,793,271,795,58.000%,1.09093,0.96,2.62
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:XCDA7WWH7Z5KKHM9555A$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DXCDA7WWH7Z5KKHM9555A%26ctb%3D1%26sc0%3DLoadSis%26bb0%3D2644%26be0%3D2666%26pc0%3D5234%26ld0%3D5234%26t0%3D1775643102297%26pty%3Dchart%26spty%3Dstarmeter%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:5234-87,100,321,307,319,327,929,286,932,100.000%,1.09531,0.24,0.87
/1/events/com.amazon.csm.csa.prod-88,100,279,279,286,289,339,266,351,12.000%,1.09578,0.63,5.38
/?operationName=WinnersWidget&variables=%7B%22enableOverride%22%3Afalse%2C%22locale%22%3A%22en-US%22%2C%22numWinners%22%3A3%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2259ef847e86b1ffced67becd90fedcc8b5205c2b97bc5d581d712d8b9fe72c820%22%2C%22version%22%3A1%7D%7D-90,100,19,15,26,29,50,9,280,0.000%,1.09891,0.75,0.99
/?operationName=ReactionsForEntities&variables=%7B%22aggregateEntityIds%22%3A%5B%22vi3829189401%22%2C%22vi3980249881%22%2C%22vi4046965529%22%2C%22vi1866058521%22%2C%22vi104712985%22%2C%22vi1178061593%22%2C%22vi1194838809%22%2C%22vi708299545%22%2C%22vi238996249%22%2C%22vi2050542361%22%5D%2C%22userEntityIds%22%3A%5B%5D%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2260c3e6ca9f78c1562108efac862e83d46807e873ed461a3692959fa4c9a780e8%22%2C%22version%22%3A1%7D%7D-97,100,11,11,14,16,25,8,43,0.000%,1.09905,0.75,1.19
/-91,100,12,11,14,15,43,8,48,0.000%,1.09900,1.15,1.21
/-89,100,799,895,913,922,953,383,1002,100.000%,1.08827,1.33,1.64
/-92,100,675,823,846,851,963,314,1039,100.000%,1.08909,2.22,1.15
/1/events/com.amazon.eel.katal.metrics.core.nexus-94,100,285,277,286,298,392,264,907,11.000%,1.09029,0.63,1.25
/1/events/com.amazon.eel.katal.metrics.core.nexus-96,100,279,278,286,287,296,266,465,14.000%,1.09039,0.63,1.25
/1/events/com.amazon.eel.katal.metrics.core.nexus-95,100,285,278,286,297,465,264,710,13.000%,1.09026,0.63,1.24
/-98,100,736,894,937,952,1014,386,1184,100.000%,1.08749,1.89,1.40
/b-99,100,186,179,193,195,316,168,560,2.000%,1.08987,0.47,0.86
/?operationName=PopularCelebrities&variables=%7B%22locale%22%3A%22en-US%22%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%223fb23cb4e9835758fa9c61b4bafc833560dfd493b8263f5c44adbb56f22d4283%22%2C%22version%22%3A1%7D%7D-108,100,11,10,14,16,32,8,61,0.000%,1.09193,0.75,0.93
/1/events/com.amazon.csm.customsg.prod-104,100,278,276,285,293,327,264,370,10.000%,1.08872,0.63,1.06
/-109,100,44,13,26,338,411,9,749,8.000%,1.09193,4.66,1.15
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:FVC354EWB2MCGRTPZ1HH$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DFVC354EWB2MCGRTPZ1HH%26sc0%3DLoadAds%26bb0%3D1%26be0%3D144%26pc0%3D144%26ld0%3D144%26t0%3D1775643102966%26sc1%3DLoadStyledComponents%26bb1%3D144%26be1%3D217%26pc1%3D217%26ld1%3D217%26t1%3D1775643103039%26sc2%3DLoadFonts%26bb2%3D218%26be2%3D407%26pc2%3D407%26ld2%3D407%26t2%3D1775643103229%26sc3%3DLoadIcons%26bb3%3D219%26be3%3D219%26pc3%3D219%26ld3%3D219%26t3%3D1775643103041%26sc4%3DimdbHeader%26bb4%3D292%26be4%3D293%26pc4%3D293%26ld4%3D293%26t4%3D1775643103115%26sc5%3DStaticFeature_ContentSymphony_hero-video-1%26bb5%3D293%26be5%3D294%26pc5%3D294%26ld5%3D294%26t5%3D1775643103116%26sc6%3DStaticFeature_ContentSymphony_hero-video-2%26bb6%3D294%26be6%3D294%26pc6%3D294%26ld6%3D294%26t6%3D1775643103116%26sc7%3DStaticFeature_ContentSymphony_hero-video-3%26bb7%3D294%26be7%3D294%26pc7%3D294%26ld7%3D294%26t7%3D1775643103116%26sc8%3DStaticFeature_ContentSymphony_hero-video-4%26bb8%3D294%26be8%3D294%26pc8%3D294%26ld8%3D294%26t8%3D1775643103116%26sc9%3DStaticFeature_ContentSymphony_hero-video-5%26bb9%3D294%26be9%3D294%26pc9%3D294%26ld9%3D294%26t9%3D1775643103116%26sc10%3DStaticFeature_ContentSymphony_hero-video-6%26bb10%3D294%26be10%3D294%26pc10%3D294%26ld10%3D294%26t10%3D1775643103116%26sc11%3DStaticFeature_ContentSymphony_hero-video-7%26bb11%3D294%26be11%3D295%26pc11%3D295%26ld11%3D295%26t11%3D1775643103117%26sc12%3DStaticFeature_ContentSymphony_hero-video-8%26bb12%3D295%26be12%3D296%26pc12%3D296%26ld12%3D296%26t12%3D1775643103118%26sc13%3DStaticFeature_ContentSymphony_hero-video-9%26bb13%3D296%26be13%3D296%26pc13%3D296%26ld13%3D296%26t13%3D1775643103118%26sc14%3DStaticFeature_ContentSymphony_hero-video-10%26bb14%3D296%26be14%3D296%26pc14%3D296%26ld14%3D296%26t14%3D1775643103118%26sc15%3DStaticFeature_ContentSymphony_featured-today-1%26bb15%3D296%26be15%3D296%26pc15%3D297%26ld15%3D297%26t15%3D1775643103119%26sc16%3DStaticFeature_ContentSymphony_featured-today-2%26bb16%3D297%26be16%3D297%26pc16%3D297%26ld16%3D297%26t16%3D1775643103119%26sc17%3DStaticFeature_ContentSymphony_featured-today-3%26bb17%3D297%26be17%3D297%26pc17%3D297%26ld17%3D297%26t17%3D1775643103119%26sc18%3DStaticFeature_ContentSymphony_featured-today-4%26bb18%3D297%26be18%3D297%26pc18%3D297%26ld18%3D297%26t18%3D1775643103119%26sc19%3DStaticFeature_ContentSymphony_featured-today-5%26bb19%3D297%26be19%3D298%26pc19%3D298%26ld19%3D298%26t19%3D1775643103120%26sc20%3DStaticFeature_ContentSymphony_featured-today-6%26bb20%3D298%26be20%3D298%26pc20%3D298%26ld20%3D298%26t20%3D1775643103120%26sc21%3DStaticFeature_ContentSymphony_featured-today-7%26bb21%3D298%26be21%3D298%26pc21%3D298%26ld21%3D298%26t21%3D1775643103120%26sc22%3DLoadFooterJS%26bb22%3D298%26be22%3D299%26pc22%3D299%26ld22%3D299%26t22%3D1775643103121%26sc23%3DcsmCELLSframework%26bb23%3D305%26pc23%3D305%26ld23%3D305%26t23%3D1775643103127%26sc24%3DcsmCELLSpdm%26bb24%3D305%26pc24%3D377%26ld24%3D377%26t24%3D1775643103199%26sc25%3DcsmCELLSvpm%26bb25%3D377%26pc25%3D377%26ld25%3D377%26t25%3D1775643103199%26sc26%3DcsmCELLSfem%26bb26%3D377%26pc26%3D377%26ld26%3D377%26t26%3D1775643103199%26sc27%3DadSlotMount%26bb27%3D1221%26pc27%3D1221%26ld27%3D1221%26t27%3D1775643104043%26sc28%3DMountReactJS%26pc28%3D1222%26ld28%3D1222%26t28%3D1775643104044%26sc29%3DLoadSis%26bb29%3D1287%26be29%3D1295%26pc29%3D2704%26ld29%3D2704%26t29%3D1775643105526%26ctb%3D1:2708-101,100,316,308,319,323,538,286,956,100.000%,1.09314,0.24,4.15
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:FVC354EWB2MCGRTPZ1HH$uedata=s:undefined%3Fld%26v%3D0.343030.0%26id%3DFVC354EWB2MCGRTPZ1HH%26sw%3D1920%26sh%3D1080%26vw%3D1920%26vh%3D947%26m%3D1%26sc%3DFVC354EWB2MCGRTPZ1HH%26ue%3D1%26bb%3D220%26be%3D304%26fcp%3D389%26fn%3D1222%26pc%3D2705%26tc%3D-1830%26na_%3D-1830%26ul_%3D-25%26_ul%3D-22%26rd_%3D-1775643102822%26_rd%3D-1775643102822%26fe_%3D-1828%26lk_%3D-1754%26_lk%3D-1754%26co_%3D-1754%26_co%3D-1754%26sc_%3D-1754%26rq_%3D-1754%26rs_%3D-1753%26_rs%3D-1753%26dl_%3D-25%26di_%3D391%26de_%3D1236%26_de%3D1237%26_dc%3D2703%26ld_%3D2703%26_ld%3D-1775643102822%26ntd%3D-1%26ty%3D0%26rc%3D0%26hob%3D0%26hoe%3D1%26ld%3D2705%26t%3D1775643105527%26ctb%3D1%26rt%3D__ld%3A67-26-5-25-7-9-0%26csmtags%3Dfls-na-amazon-com%7Cadblk_no%7Ccsm-feature-touch-enabled%3Afalse%26viz%3Dvisible%3A1%26pty%3Dhome%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26ui%3D2%26lob%3D6:2708-100,100,311,307,319,327,487,287,539,100.000%,1.09340,0.24,1.51
/1/events/com.amazon.csm.csa.prod-102,100,549,549,563,566,589,528,610,100.000%,1.09056,0.63,76.28
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:FVC354EWB2MCGRTPZ1HH$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DFVC354EWB2MCGRTPZ1HH%26m%3D1%26sc%3Dcsa%3Avl50%26vl50%3D727%26pc%3D2712%26at%3D2712%26t%3D1775643105534%26pty%3Dhome%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2712-103,100,307,305,319,321,327,287,540,100.000%,1.09366,0.24,0.85
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:FVC354EWB2MCGRTPZ1HH$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DFVC354EWB2MCGRTPZ1HH%26m%3D1%26sc%3Dcsa%3Avl90%26vl90%3D1295%26pc%3D2713%26at%3D2713%26t%3D1775643105535%26pty%3Dhome%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2713-105,100,309,305,318,322,330,286,647,100.000%,1.09388,0.24,0.85
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:FVC354EWB2MCGRTPZ1HH$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DFVC354EWB2MCGRTPZ1HH%26m%3D1%26sc%3Dcsa%3Avl100%26vl100%3D2630%26pc%3D2713%26at%3D2713%26t%3D1775643105535%26pty%3Dhome%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2713-106,100,312,307,319,322,351,285,891,99.000%,1.09400,0.24,0.85
/1/batch/1/OP/A1EVAM02EL8SFB:138-5170172-6074708:FVC354EWB2MCGRTPZ1HH$uedata=s:undefined%3Fat%26v%3D0.343030.0%26id%3DFVC354EWB2MCGRTPZ1HH%26m%3D1%26sc%3Dcsa%3Alcp%26lcp%3D1240%26pc%3D2728%26at%3D2728%26t%3D1775643105550%26pty%3Dhome%26spty%3Dmain%26pti%3Dundefined%26tid%3DV6TH9D51ZVMCXW4Z8X48%26aftb%3D1%26lob%3D6:2728-107,100,316,307,321,325,729,286,914,100.000%,1.09424,0.24,0.85
/?operationName=BatchPage_HomeMain&variables=%7B%22fanPicksFirst%22%3A30%2C%22locale%22%3A%22en-US%22%2C%22placement%22%3A%22home%22%2C%22topPicksFirst%22%3A30%2C%22topTenFirst%22%3A10%7D&extensions=%7B%22persistedQuery%22%3A%7B%22sha256Hash%22%3A%2248f6f8dd63aaaadea54520eda80d3f7e3228c0b252eb1d4bcbdd6c5e1c2c2845%22%2C%22version%22%3A1%7D%7D-110,100,18,11,15,18,249,8,460,1.000%,1.09791,0.75,1.05
/-111,100,1172,1278,1374,1403,1653,537,1732,100.000%,1.08234,16.09,1.25
